Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Voice_Calls,Mobile_Data_Internet,SMS_Text_Messaging,Data_Exhaustion,Other_Networks,Poor_Network_Quality_Coverage,Insufficient_Data_Allowance,Unsatisfactory_Customer_Service,High_Costs_Pricing,Monthly_Data_Usage
Male,College of Science,Yes,400,Off-campus,No,Daily,4,Yes,Yes,No,Yes,Yes,No,No,No,No,9.23
Male,College of Science,No,400,Off-campus,Yes,Several times a week,4,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.03
Female,College of Art and Built Environment,Yes,100,Off-campus,Yes,Occasionally,1,No,Yes,Yes,No,Yes,No,No,No,No,2.92
Female,College of Engineering,No,200,Off-campus,No,Daily,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.74
Female,College of Health Sciences,No,600,Off-campus,No,Occasionally,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1.44
Female,College of Agriculture and Natural Resources,Yes,300,Off-campus,No,Occasionally,5,Yes,Yes,Yes,Yes,Yes,No,No,No,No,6.72
Male,College of Science,No,100,Off-campus,Yes,Several times a week,3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3.08
Female,College of Art and Built Environment,No,100,Off-campus,Yes,Several times a week,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.14
Male,College of Art and Built Environment,No,300,Off-campus,No,Rarely,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,5.9
Male,College of Engineering,No,300,Off-campus,No,Several times a week,4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,6.17
Male,College of Art and Built Environment,Yes,200,Off-campus,No,Occasionally,1,Yes,Yes,Yes,No,Yes,No,No,No,No,3.24
Female,College of Humanities and Social Sciences,No,400,On-campus,Yes,Several times a week,4,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,0.5
Female,College of Agriculture and Natural Resources,No,200,Off-campus,No,Occasionally,4,No,No,No,No,Yes,Yes,Yes,Yes,Yes,6.97
Male,College of Health Sciences,No,200,Off-campus,No,Occasionally,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3.68
Female,College of Science,No,500,Off-campus,No,Rarely,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8.54
Female,College of Humanities and Social Sciences,Yes,100,Off-campus,No,Daily,4,Yes,No,No,Yes,Yes,No,Yes,No,No,6.97
Male,College of Engineering,Yes,100,Off-campus,No,Several times a week,3,Yes,No,Yes,Yes,Yes,Yes,No,No,No,8.76
Female,College of Engineering,Yes,300,Off-campus,Yes,Daily,5,Yes,No,Yes,No,Yes,Yes,No,No,No,3.96
Male,College of Humanities and Social Sciences,No,200,On-campus,No,Several times a week,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,9.33
Female,College of Agriculture and Natural Resources,No,400,Off-campus,No,Daily,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0.93
Female,College of Health Sciences,Yes,300,Off-campus,Yes,Daily,4,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,0.71
Male,College of Agriculture and Natural Resources,No,100,Off-campus,No,Occasionally,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2.94
Male,College of Health Sciences,No,500,On-campus,No,Occasionally,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,5.28
Female,College of Health Sciences,No,400,Off-campus,Yes,Several times a week,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.0
Female,College of Art and Built Environment,No,100,Off-campus,No,Occasionally,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0.96
Male,College of Humanities and Social Sciences,Yes,400,On-campus,No,Several times a week,2,Yes,No,Yes,No,Yes,No,No,Yes,Yes,4.4
Male,College of Humanities and Social Sciences,No,300,Off-campus,No,Several times a week,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10.3
Female,College of Humanities and Social Sciences,No,100,On-campus,Yes,Several times a week,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.41
Female,College of Humanities and Social Sciences,No,300,Off-campus,Yes,Several times a week,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0.87
Male,College of Health Sciences,No,200,Off-campus,No,Daily,3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.66
Female,College of Art and Built Environment,No,100,Off-campus,Yes,Several times a week,4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,9.47
Female,College of Agriculture and Natural Resources,No,300,Off-campus,No,Occasionally,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.22
Female,College of Art and Built Environment,No,200,Off-campus,No,Daily,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.07
Male,College of Health Sciences,No,400,Off-campus,Yes,Several times a week,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.85
Female,College of Health Sciences,No,200,Off-campus,No,Several times a week,5,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1.73
Female,College of Engineering,No,300,Off-campus,No,Occasionally,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.35
Female,College of Humanities and Social Sciences,Yes,400,Off-campus,No,Daily,5,Yes,Yes,No,Yes,Yes,No,No,No,No,7.8
Male,College of Health Sciences,No,100,Off-campus,Yes,Daily,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.79
Female,College of Humanities and Social Sciences,No,400,Off-campus,No,Never,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.04
Male,College of Health Sciences,Yes,500,Off-campus,No,Several times a week,1,Yes,Yes,No,Yes,Yes,No,No,No,No,3.82
Male,College of Science,Yes,500,On-campus,No,Several times a week,4,No,No,Yes,Yes,Yes,No,No,No,Yes,6.63
Male,College of Health Sciences,No,100,On-campus,No,Occasionally,4,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,0.72
Male,College of Humanities and Social Sciences,No,200,On-campus,Yes,Several times a week,4,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.58
Male,College of Humanities and Social Sciences,No,100,Off-campus,Yes,Occasionally,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.34
Male,College of Art and Built Environment,No,300,Off-campus,No,Occasionally,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.53
Female,College of Health Sciences,Yes,100,Off-campus,No,Daily,4,No,Yes,Yes,No,Yes,Yes,No,Yes,No,6.67
Male,College of Engineering,Yes,200,Off-campus,Yes,Daily,5,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4.77
Male,College of Engineering,Yes,400,Off-campus,Yes,Occasionally,5,Yes,No,Yes,No,Yes,Yes,No,No,No,5.7
Male,College of Art and Built Environment,No,200,Off-campus,Yes,Daily,4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1.26
Female,College of Art and Built Environment,No,100,Off-campus,Yes,Several times a week,4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,0.99
Male,College of Science,No,100,On-campus,No,Occasionally,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.07
Male,College of Agriculture and Natural Resources,No,300,Off-campus,No,Never,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.74
Male,College of Agriculture and Natural Resources,No,300,Off-campus,No,Never,2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.02
Female,College of Art and Built Environment,No,400,Off-campus,Yes,Several times a week,4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5.84
Female,College of Humanities and Social Sciences,Yes,200,Off-campus,No,Daily,3,Yes,Yes,Yes,No,Yes,No,No,No,No,9.94
Female,College of Engineering,No,300,On-campus,No,Occasionally,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.22
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Daily,3,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,3.31
Female,College of Humanities and Social Sciences,No,300,Off-campus,Yes,Several times a week,4,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.15
Female,College of Art and Built Environment,No,300,On-campus,No,Several times a week,4,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.24
Female,College of Health Sciences,No,200,On-campus,Yes,Occasionally,5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1.03
Female,College of Agriculture and Natural Resources,No,300,Off-campus,Yes,Several times a week,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.68
Male,College of Humanities and Social Sciences,No,200,Off-campus,No,Daily,2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8.44
Male,College of Agriculture and Natural Resources,Yes,100,Off-campus,Yes,Several times a week,2,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,8.14
Male,College of Humanities and Social Sciences,No,300,Off-campus,Yes,Occasionally,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.42
Female,College of Engineering,Yes,400,Off-campus,Yes,Occasionally,2,Yes,Yes,Yes,No,Yes,No,No,Yes,No,1.74
Female,College of Health Sciences,No,100,Off-campus,Yes,Several times a week,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5
Female,College of Health Sciences,Yes,100,On-campus,No,Several times a week,2,Yes,Yes,Yes,No,Yes,No,No,No,Yes,4.46
Male,College of Humanities and Social Sciences,No,300,Off-campus,Yes,Rarely,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.89
Male,College of Humanities and Social Sciences,No,300,Off-campus,Yes,Daily,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.82
Female,College of Art and Built Environment,No,100,Off-campus,No,Occasionally,4,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1.67
Male,College of Engineering,No,300,Off-campus,Yes,Several times a week,3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,4.21
Female,College of Engineering,No,300,Off-campus,No,Occasionally,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.57
Male,College of Science,Yes,600,On-campus,Yes,Several times a week,1,Yes,Yes,Yes,No,Yes,No,No,Yes,No,1.11
Female,College of Science,No,400,On-campus,No,Daily,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.84
Female,College of Health Sciences,No,300,Off-campus,Yes,Occasionally,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3.02
Male,College of Art and Built Environment,No,300,Off-campus,No,Several times a week,4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5.21
Female,College of Science,No,400,Off-campus,No,Several times a week,1,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,5.99
Male,College of Agriculture and Natural Resources,No,400,Off-campus,No,Several times a week,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.76
Female,College of Humanities and Social Sciences,No,200,Off-campus,No,Several times a week,4,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.35
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,No,Never,5,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,0.59
Male,College of Art and Built Environment,Yes,300,Off-campus,Yes,Daily,5,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,1.44
Female,College of Art and Built Environment,No,300,On-campus,Yes,Several times a week,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.68
Male,College of Art and Built Environment,No,400,Off-campus,No,Never,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.9
Female,College of Agriculture and Natural Resources,No,100,Off-campus,Yes,Daily,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.73
Male,College of Engineering,No,200,Off-campus,Yes,Several times a week,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0.89
Female,College of Humanities and Social Sciences,Yes,200,On-campus,Yes,Several times a week,1,Yes,Yes,Yes,No,No,Yes,No,No,No,5.48
Female,College of Art and Built Environment,No,400,Off-campus,No,Daily,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.57
Female,College of Science,No,400,Off-campus,Yes,Several times a week,3,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3.8
Male,College of Science,No,100,Off-campus,No,Several times a week,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7.39
Female,College of Art and Built Environment,No,400,Off-campus,No,Occasionally,3,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,9.71
Male,College of Health Sciences,Yes,100,Off-campus,Yes,Several times a week,3,No,Yes,Yes,No,Yes,No,Yes,No,No,7.85
Female,College of Engineering,No,300,Off-campus,No,Several times a week,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.21
Female,College of Art and Built Environment,No,400,Off-campus,No,Several times a week,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.67
Female,College of Engineering,No,200,Off-campus,No,Several times a week,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.07
Male,College of Engineering,No,300,Off-campus,Yes,Several times a week,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5.0
Female,College of Health Sciences,No,100,Off-campus,Yes,Several times a week,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.39
Female,College of Art and Built Environment,No,100,Off-campus,No,Daily,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.65
Male,College of Science,Yes,500,Off-campus,No,Daily,4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,2.84
Male,College of Art and Built Environment,No,200,Off-campus,Yes,Rarely,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.98
Female,College of Agriculture and Natural Resources,No,100,Off-campus,No,Several times a week,4,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,8.32
Male,College of Art and Built Environment,No,200,Off-campus,Yes,Occasionally,5,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,4.86
Male,College of Humanities and Social Sciences,No,200,Off-campus,Yes,Several times a week,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8.25
Female,College of Art and Built Environment,No,200,On-campus,No,Occasionally,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,7.52
Female,College of Humanities and Social Sciences,No,400,On-campus,No,Daily,1,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4.45
Female,College of Engineering,Yes,300,On-campus,No,Never,2,Yes,Yes,No,Yes,No,No,No,No,No,1.72
Male,College of Humanities and Social Sciences,No,400,Off-campus,Yes,Daily,2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8.72
Male,College of Humanities and Social Sciences,No,100,Off-campus,No,Several times a week,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.13
Male,College of Health Sciences,Yes,100,Off-campus,Yes,Daily,2,Yes,Yes,Yes,No,Yes,No,No,No,No,1.25
Male,College of Engineering,No,100,On-campus,Yes,Several times a week,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.83
Female,College of Humanities and Social Sciences,No,200,On-campus,No,Daily,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.93
Male,College of Humanities and Social Sciences,No,400,On-campus,Yes,Several times a week,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,9.87
Female,College of Art and Built Environment,No,100,Off-campus,No,Occasionally,4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,7.13
Female,College of Humanities and Social Sciences,Yes,300,Off-campus,No,Several times a week,2,Yes,Yes,Yes,No,Yes,No,No,Yes,No,3.31
Male,College of Engineering,Yes,100,Off-campus,Yes,Daily,3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,2.34
Female,College of Engineering,Yes,100,Off-campus,No,Several times a week,4,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,10.21
Male,College of Humanities and Social Sciences,Yes,400,Off-campus,Yes,Occasionally,2,No,Yes,Yes,Yes,Yes,No,No,No,No,3.9
Female,College of Health Sciences,No,100,Off-campus,No,Several times a week,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.76
Female,College of Art and Built Environment,Yes,200,Off-campus,No,Occasionally,1,Yes,No,Yes,No,Yes,No,Yes,No,Yes,3.4
Male,College of Agriculture and Natural Resources,Yes,300,Off-campus,Yes,Occasionally,1,No,Yes,Yes,Yes,Yes,No,No,Yes,No,5.46
Female,College of Art and Built Environment,No,400,On-campus,No,Daily,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.7
Female,College of Health Sciences,No,500,Off-campus,No,Several times a week,4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,5.08
Female,College of Engineering,Yes,100,Off-campus,No,Rarely,3,Yes,No,Yes,Yes,No,Yes,Yes,No,No,4.83
Female,College of Agriculture and Natural Resources,No,200,On-campus,No,Occasionally,3,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,6.83
Female,College of Engineering,No,100,Off-campus,No,Occasionally,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,0.5
Male,College of Science,Yes,500,On-campus,No,Occasionally,4,Yes,Yes,Yes,No,Yes,No,No,No,Yes,4.96
Female,College of Agriculture and Natural Resources,No,200,Off-campus,No,Several times a week,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.85
Female,College of Agriculture and Natural Resources,Yes,400,Off-campus,Yes,Rarely,1,No,Yes,Yes,No,Yes,Yes,Yes,No,No,2.88
Male,College of Agriculture and Natural Resources,No,400,Off-campus,Yes,Daily,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.83
Female,College of Health Sciences,No,200,On-campus,No,Rarely,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.53
Female,College of Art and Built Environment,No,400,Off-campus,No,Daily,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.33
Male,College of Agriculture and Natural Resources,Yes,400,Off-campus,No,Occasionally,1,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,4.15
Male,College of Engineering,No,300,Off-campus,Yes,Several times a week,1,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,5.17
Female,College of Science,No,100,Off-campus,No,Daily,3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,7.32
Female,College of Art and Built Environment,No,100,Off-campus,Yes,Several times a week,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.43
Female,College of Agriculture and Natural Resources,No,200,Off-campus,Yes,Several times a week,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.63
Male,College of Science,Yes,400,Off-campus,No,Occasionally,1,Yes,No,Yes,No,Yes,Yes,No,No,No,10.27
Male,College of Science,Yes,300,Off-campus,No,Several times a week,2,Yes,No,Yes,Yes,Yes,No,No,No,No,7.11
Female,College of Agriculture and Natural Resources,No,100,On-campus,No,Occasionally,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,8.47
Female,College of Humanities and Social Sciences,Yes,300,Off-campus,No,Daily,5,No,Yes,Yes,No,Yes,Yes,No,No,Yes,5.78
Female,College of Science,Yes,200,Off-campus,Yes,Occasionally,1,Yes,No,Yes,No,Yes,No,No,Yes,No,5.82
Female,College of Science,No,100,Off-campus,No,Several times a week,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,6.22
Male,College of Health Sciences,No,100,Off-campus,Yes,Several times a week,5,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8.99
Female,College of Health Sciences,No,100,Off-campus,No,Never,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,9.9
Male,College of Art and Built Environment,Yes,100,On-campus,Yes,Daily,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1.37
Male,College of Science,No,400,Off-campus,No,Several times a week,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.6
Female,College of Art and Built Environment,No,200,On-campus,No,Daily,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.79
Male,College of Agriculture and Natural Resources,No,200,On-campus,No,Daily,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9.33
Female,College of Science,No,100,Off-campus,No,Daily,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.44
Male,College of Art and Built Environment,No,200,Off-campus,No,Daily,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.63
Male,College of Health Sciences,Yes,200,Off-campus,No,Daily,5,Yes,Yes,No,Yes,Yes,No,No,No,No,5.84
Female,College of Agriculture and Natural Resources,Yes,300,Off-campus,No,Daily,3,Yes,Yes,Yes,No,No,No,No,No,No,3.91
Female,College of Health Sciences,No,300,Off-campus,Yes,Occasionally,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.76
Female,College of Science,No,100,Off-campus,No,Occasionally,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1.14
Female,College of Humanities and Social Sciences,Yes,300,Off-campus,Yes,Occasionally,2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,1.21
Male,College of Humanities and Social Sciences,Yes,200,On-campus,Yes,Several times a week,2,Yes,Yes,Yes,No,Yes,No,No,No,No,6.98
Male,College of Humanities and Social Sciences,Yes,300,Off-campus,No,Daily,1,No,Yes,Yes,Yes,Yes,No,No,No,No,9.79
Female,College of Art and Built Environment,No,400,Off-campus,No,Daily,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0.94
Male,College of Humanities and Social Sciences,No,400,Off-campus,No,Never,1,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,9.25
Female,College of Art and Built Environment,No,200,Off-campus,Yes,Several times a week,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.75
Male,College of Science,No,400,Off-campus,Yes,Daily,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8.79
Male,College of Humanities and Social Sciences,No,100,On-campus,No,Occasionally,1,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,0.5
Male,College of Engineering,No,200,Off-campus,No,Never,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.22
Female,College of Art and Built Environment,No,100,Off-campus,No,Daily,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.23
Female,College of Agriculture and Natural Resources,No,400,On-campus,Yes,Daily,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0.51
Male,College of Humanities and Social Sciences,No,400,On-campus,Yes,Daily,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,6.56
Female,College of Health Sciences,No,100,On-campus,No,Several times a week,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.29
Female,College of Science,Yes,100,Off-campus,Yes,Daily,5,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,7.87
Male,College of Health Sciences,Yes,200,Off-campus,No,Daily,4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,9.33
Female,College of Art and Built Environment,No,100,Off-campus,Yes,Daily,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.05
Female,College of Engineering,Yes,400,Off-campus,Yes,Occasionally,1,Yes,Yes,Yes,No,Yes,No,No,No,No,5.97
Female,College of Science,Yes,200,Off-campus,No,Several times a week,3,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,1.37
Male,College of Engineering,Yes,400,Off-campus,Yes,Daily,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,8.68
Male,College of Health Sciences,No,600,Off-campus,No,Daily,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.61
Female,College of Science,No,200,Off-campus,No,Several times a week,5,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3.16
Male,College of Science,Yes,400,Off-campus,No,Occasionally,2,Yes,No,Yes,Yes,Yes,No,No,No,Yes,7.3
Female,College of Science,Yes,200,Off-campus,No,Several times a week,2,No,Yes,No,Yes,Yes,No,No,No,No,3.69
Female,College of Humanities and Social Sciences,Yes,400,Off-campus,No,Daily,4,Yes,Yes,Yes,No,Yes,No,No,Yes,No,1.98
Male,College of Engineering,Yes,400,Off-campus,No,Occasionally,4,Yes,Yes,Yes,Yes,Yes,No,No,No,No,8.79
Female,College of Art and Built Environment,No,400,Off-campus,No,Daily,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.83
Female,College of Engineering,No,400,On-campus,Yes,Several times a week,1,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1.45
Female,College of Science,Yes,200,Off-campus,No,Occasionally,4,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,4.91
